rosbagTimestamp,address,x_m,y_m,z_m
1545138199870287115,4,0.0,0.0,0.0
1545138199871914086,9,1.359,0.0,0.0
1545138199871930473,6,-0.014,-1.186,0.0
1545138210153127685,4,0.0,0.0,0.0
1545138210153506586,9,1.359,0.0,0.0
1545138210153628270,6,-0.014,-1.186,0.0
1545138220437934362,4,0.0,0.0,0.0
1545138220438023305,9,1.359,0.0,0.0
1545138220438345188,6,-0.014,-1.186,0.0
1545138230721404844,4,0.0,0.0,0.0
1545138230721605772,9,1.359,0.0,0.0
1545138230721623154,6,-0.014,-1.186,0.0
1545138241007178232,4,0.0,0.0,0.0
1545138241007217556,9,1.359,0.0,0.0
1545138241007235196,6,-0.014,-1.186,0.0
1545138251291240422,4,0.0,0.0,0.0
1545138251291438399,9,1.359,0.0,0.0
1545138251291463278,6,-0.014,-1.186,0.0
1545138261574544275,4,0.0,0.0,0.0
1545138261574773147,9,1.359,0.0,0.0
1545138261574790482,6,-0.014,-1.186,0.0
1545138271858421286,4,0.0,0.0,0.0
1545138271858626835,9,1.359,0.0,0.0
1545138271858688232,6,-0.014,-1.186,0.0
1545138282144185977,4,0.0,0.0,0.0
1545138282144204432,9,1.359,0.0,0.0
1545138282144249592,6,-0.014,-1.186,0.0
1545138292427727339,4,0.0,0.0,0.0
1545138292427966813,9,1.359,0.0,0.0
1545138292427981480,6,-0.014,-1.186,0.0
1545138302713478607,4,0.0,0.0,0.0
1545138302713832496,9,1.359,0.0,0.0
1545138302713852000,6,-0.014,-1.186,0.0
1545138312998362536,4,0.0,0.0,0.0
1545138312998757842,9,1.359,0.0,0.0
1545138312998799468,6,-0.014,-1.186,0.0
